Marital Status,Gender, Income ,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Age Bracket,Purchased Bike
Married,Male,80000,3,Bachelors,Management,Yes,1,1-2 Miles,North America,56,51-60,No
Single,Male,30000,0,Partial High School,Clerical,No,2,5-10 Miles,North America,27,21-30,No
Married,Male,60000,0,Graduate Degree,Professional,No,0,0-1 Miles,North America,39,31-40,No
Married,Female,60000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,31,31-40,No
Single,Female,60000,2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,51,51-60,No
Married,Female,30000,1,High School,Clerical,Yes,1,5-10 Miles,North America,52,51-60,No
Married,Male,70000,3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,51-60,Yes
Married,Female,60000,3,Bachelors,Management,Yes,2,10+ Miles,North America,66,61-70,No
Single,Female,80000,4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,65,61-70,No
Married,Male,80000,5,Partial College,Professional,Yes,3,5-10 Miles,North America,45,41-50,No
Single,Male,40000,0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,31,31-40,No
Single,Female,80000,3,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,40,31-40,Yes
Married,Male,110000,5,Partial College,Professional,Yes,4,2-5 Miles,North America,46,41-50,No
Single,Male,40000,2,Partial College,Clerical,No,1,1-2 Miles,North America,47,41-50,Yes
Married,Male,130000,2,Graduate Degree,Management,Yes,2,0-1 Miles,North America,41,41-50,No
Single,Female,50000,4,Bachelors,Skilled Manual,Yes,2,0-1 Miles,North America,42,41-50,No
Single,Female,60000,3,Graduate Degree,Management,Yes,2,10+ Miles,North America,66,61-70,No
Married,Male,70000,5,Bachelors,Management,Yes,2,10+ Miles,North America,63,61-70,No
Married,Male,60000,4,Bachelors,Skilled Manual,No,3,10+ Miles,North America,42,41-50,No
Single,Female,30000,0,High School,Skilled Manual,No,2,5-10 Miles,North America,26,21-30,No
Married,Male,90000,2,Partial College,Professional,No,0,5-10 Miles,North America,49,41-50,Yes
Single,Male,150000,1,Partial College,Professional,No,3,0-1 Miles,North America,44,41-50,Yes
Married,Male,80000,5,Partial College,Professional,Yes,3,1-2 Miles,North America,46,41-50,No
Married,Male,60000,2,High School,Professional,Yes,2,2-5 Miles,North America,54,51-60,Yes
Single,Male,70000,4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,31-40,Yes
Single,Male,100000,3,Bachelors,Management,No,3,1-2 Miles,North America,38,31-40,No
Single,Male,60000,3,High School,Professional,Yes,2,10+ Miles,North America,53,51-60,Yes
